window_id,pool,declared_regime,measured_regime,realized_vol_annualised_pct,regime_stress_threshold_pct,dutch_auction_lp_net_vs_hook_quote,dutch_auction_lp_net_vs_fixed_fee_quote,dutch_auction_trigger_rate,dutch_auction_fill_rate
wbtc_usdc_500_month_23652043_23659242_w25,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,14.138982459288663,100.0,24.316020716356178,215.4965246220234,0.09437386569872959,0.8653846153846154
wbtc_usdc_500_month_23659243_23666442_w26,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,33.084599889925684,100.0,1088.9869656471058,4607.227542735308,0.15916666666666668,0.9424083769633508
wbtc_usdc_500_month_23666443_23673642_w27,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,33.06052116294059,100.0,292.9552220431334,1259.927964108625,0.12992125984251968,0.9545454545454546
wbtc_usdc_500_month_23673643_23680842_w28,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,38.17333653808819,100.0,340.08764659006727,1732.6336131128123,0.15806988352745424,0.9578947368421052
wbtc_usdc_500_month_23680843_23688042_w29,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,53.25865192539663,100.0,819.4763973963773,4446.211415978869,0.18280949326491341,0.9543859649122807
wbtc_usdc_500_month_23688043_23695242_w30,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,57.16195959068898,100.0,1127.1785853268757,6835.7630130790785,0.2188118811881188,0.9796380090497737
wbtc_usdc_500_month_23695243_23700766_w31,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,stress,normal,41.620965792809734,100.0,374.47686898248446,1642.9159473962259,0.16303317535545023,0.9883720930232558
weth_usdc_3000_month_23479243_23486442_w01,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,52.44919442897685,100.0,0.0,1.0964754435731132,0.0,
weth_usdc_3000_month_23486443_23493642_w02,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,50.092493935275925,100.0,1.3877787807814457e-16,1.905247419237598,0.0,
weth_usdc_3000_month_23493643_23500842_w03,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,66.66880117364707,100.0,-2.220446049250313e-16,2.0560764186766134,0.0,
weth_usdc_3000_month_23500843_23508042_w04,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,27.850967600881948,100.0,-4.163336342344337e-17,0.3516817085081134,0.0,
weth_usdc_3000_month_23508043_23515242_w05,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,45.424784989424374,100.0,-5.551115123125783e-17,0.9971599937422984,0.0,
weth_usdc_3000_month_23515243_23522442_w06,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,45.60287813729722,100.0,-5.551115123125783e-17,1.018135903754912,0.0,
weth_usdc_3000_month_23522443_23529642_w07,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,63.692878222879266,100.0,2.220446049250313e-16,1.838928467261381,0.0,
weth_usdc_3000_month_23529643_23536842_w08,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,47.462164057719974,100.0,4.440892098500626e-16,1.3278074303236047,0.0,
weth_usdc_3000_month_23536843_23544042_w09,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,55.18822812530119,100.0,7.771561172376096e-16,1.3504466396633896,0.0,
weth_usdc_3000_month_23544043_23551242_w10,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,stress,245.972350742423,100.0,49.10868042323313,246.68678018610504,0.03944954128440367,1.0
weth_usdc_3000_month_23551243_23558442_w11,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,89.83469494489779,100.0,17.378305407226613,64.87178027724839,0.0027906976744186047,1.0
weth_usdc_3000_month_23558443_23565642_w12,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,stress,107.7563642871178,100.0,-3.3306690738754696e-15,2.6048134215095664,0.0,
weth_usdc_3000_month_23565643_23572842_w13,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,77.40678671658459,100.0,4.440892098500626e-16,1.5066051402592482,0.0,
weth_usdc_3000_month_23572843_23580042_w14,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,stress,105.01437219698037,100.0,-1.3322676295501878e-15,3.355838133782491,0.0,
weth_usdc_3000_month_23580043_23587242_w15,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,84.88258712946696,100.0,4.440892098500626e-16,2.608578823964048,0.0,
weth_usdc_3000_month_23587243_23594442_w16,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,stress,normal,84.65604485667812,100.0,-1.7763568394002505e-15,3.5322236439532753,0.0,
