tick_index,liquidity_net,liquidity_gross
208440,-710133425600209,710133425600209
208500,-23196707562268,26988718488114
208560,-78953573766229,78953573766229
208620,-118674024431730,118674024431730
208680,-24993481656730,24993481656730
208740,-26410535598483,28372965354403
208800,-43995519151268,43995519151268
208860,-32838762575052,32838762575052
208920,-7901818459072,7901818459072
208980,-17216691581226,17216691581226
209040,-25244313865255,25244313865255
209100,-18455911575917,18455911575917
209160,-9837040150103,9837040150103
209220,-144386152890048,144386152890048
209280,-217016692990166,217016692990166
209340,-134644129066385,134644129066385
209400,-139323262715025,139323262715025
209460,-6796592426639120,6796592426639120
209520,-552995802105441,552995802105441
209580,-31273415285968,31273415285968
209640,-446571789483257,446571789483257
209700,-112551048049274,112551048049274
209760,-90049508897012,90049508897012
209820,-919654263711678,919654263711678
209880,-5777651062043,6501621276721
209940,-63372323030683,63372323030683
210000,-180092233852982,180160378002414
210060,-16367006982450,16367006982450
210120,-4538002140217711,4538002140217711
210180,-25224326954412,25224326954412
210240,-14561463320227,14561463320227
210300,-15434224986127,15434224986127
210360,-13391871585141,13391871585141
210420,-15702526872668,15702526872668
210480,-16359576062997,16359576062997
210540,-164187031865881,164187031865881
210600,-9300370013409,9300370013409
210660,-2844476051246,2844476051246
210720,-2271769321057,2271769321057
210780,-203510919313796,203510919313796
210840,-52111517174959,52111517174959
210900,-4401484846007,4401484846007
210960,-861586306004,861586306004
211020,-4167024116898,4167024116898
211080,-5946131839158,18755196739390
211140,-2008580146402612,2014638775280298
211200,-46094566587506,46094566587506
211260,-59111745604497,59111745604497
211320,-268874182773703,277918838211999
211380,-50317252826100,50317252826100
211440,-28308713602622,28308713602622
211500,-16384691536093,16384691536093
211560,-22686772975397,22686772975397
211620,-115868619605271,115868619605271
211680,-261872170383642,261872170383642
211740,-32482606722810,32482606722810
211800,-24809570305068,24809570305068
211860,-7166244656876,7166244656876
211920,-196869271912912,196869271912912
211980,-50875558735855,50875558735855
212040,-10104106778601,10104106778601
212100,-23188862182644,23188862182644
212160,-11907076224176,11907076224176
212220,-456260642893427,456260642893427
212280,-172343835179077,172343835179077
212340,-26379270815419,26379270815419
212400,-5146318281236,5146318281236
212460,-15505852564388,15505852564388
212520,-7583436295038,7583436295038
212580,-6140503928327,6140503928327
212640,-1166185188760,1166185188760
212700,-1873651111671,1873651111671
212760,-31154875071742,31154875071742
212820,-10959212998132,10959212998132
212880,-2893961331682,2893961331682
212940,-993459512963,993459512963
213000,-144631562789873,144631562789873
213060,-14812878908095,14812878908095
213120,-1358855783652,1358855783652
213180,-7310949687053,7310949687053
213240,11317433878480882,11323376212678172
213300,-3972642774885,3972642774885
213360,-6287455966766,6287455966766
213420,-2205727386325,2205727386325
213480,-52896237750094,52896237750094
213540,-2375553541129,2375553541129
213600,-108465493804232,108465493804232
213660,-5656038475436,5656038475436
213720,-2408011176716,2408011176716
213780,-2968797870720,2968797870720
213840,-9525081983820,9525081983820
213900,-631759362774,631759362774
213960,-88716361830,88716361830
214020,-14638707691798,14638707691798
214080,6860972619279,9206610600363
214140,-409022776511,409022776511
214200,-238491267234789,238491267234789
214260,-770288800651,770288800651
214320,-1931264074815,1931264074815
214380,-4659298723716310,4659298723716310
214440,-260466556384,260466556384
214500,-1844235073684,1844235073684
214560,-907369825040,907369825040
214620,-1511495132348,1511495132348
214680,-623034757220,623034757220
214740,-35860675008,35860675008
214800,-719281199655,719281199655
214860,-306419414038,306419414038
214920,-93885968976,93885968976
215040,-171341200490,171341200490
215160,-110598605585523,110598605585523
215220,-11328438837189348,11328438837189348
215280,-7253769065,7253769065
215340,-15209608724,15209608724
215400,-11634075704,11634075704
215460,-145073716423,145073716423
215580,-72957419982,72957419982
215640,-246630208548,246630208548
215820,-55375075735,55375075735
215880,-5913048724,5913048724
215940,-866823318770,866823318770
216000,-399271610344,399271610344
216060,-423372404072,423372404072
216180,-37469171510,37469171510
216240,-828442829393,828442829393
216360,-2425759022881,2425759022881
216420,-1057416035244,1057416035244
216540,-229670225986,229670225986
216660,-43533506658,43533506658
216780,-3091485449,3091485449
216840,-60883084531360,60883084531360
216900,-6558461170,6558461170
216960,51552422941951,51568043902049
217080,-51560233422000,51560233422000
217560,-2271818946497,2271818946497
218880,-2685586720173559,2685586720173559
219000,-2105695500867,2105695500867
219300,-267138327151774,267138327151774
220260,-39418316656,39418316656
221100,-684040668508,684040668508
221940,-666782658692111,666782658692111
222300,-26867921586,26867921586
222600,-4808657253404,4808657253404
223320,-25099267571930,25099267571930
223980,-15932818751,15932818751
224400,-531451423382,531451423382
224520,-38263556610,38263556610
225240,-464263051,464263051
226200,-851825301525,851825301525
228240,-1442677549074,1442677549074
229260,-52040557710,52040557710
230220,16054682642358498,16078646639319572
230280,-16093955898673572,16093958824204744
231900,2459262209958,2459262209958
231960,-217131346745,217131346745
232260,-1521294848835,1521294848835
237180,-713658922380,713658922380
241260,-368463335144,368463335144
241620,-10606743277866,10606743277866
242340,19151897125629,19151897125629
244980,-1216378082536,1216378082536
251460,-206850986061,206850986061
253320,-8078171842678,8078171842678
259380,-3183471432,3183471432
260220,-20322980434743,20322980434743
262380,9931938807614,9931938807614
262440,-42703146548,42703146548
269400,2424473171916,2424473171916
275520,4191798696142,4191798696142
276180,1660753805745486,1660753805745486
276240,93095250300923406,93095250300923406
276300,-94454693954638293,95137610889455441
276360,-333449448900071,333449448900071
276420,-17338668848,17338668848
277260,-4191798696142,4191798696142
280200,-1288523,1288523
283020,-7000156620916,7000156620916
292440,57789211473592,57789211473592
294240,-23793425826,23793425826
298920,9286264211259,9286264211259
299340,-2143697932438,2143697932438
312780,-9286264211259,9286264211259
315420,2686868353836130,2686868353836130
316500,-2686868353836130,2686868353836130
328860,-2074343196363,2074343196363
338460,110041004312459,110041004312459
343200,905723914492,905723914492
343560,1623617003501301,1623617003501301
345420,2943529757857719,6211706260123617
348420,-5741955418,5741955418
349440,165238891341272,165238891341272
349860,48162248473352,48162248473352
350100,-116813613833,116813613833
350400,-165122077727439,165122077727439
350700,1328707145170003,1330518592998987
351300,-1329612869084495,1329612869084495
351480,-25178653072,25178653072
352320,-44699950324897,44699950324897
354540,1173990378367065,1173990378367065
354780,300529832802280774,300529832802280774
355080,-300529832802280774,300529832802280774
356400,-2434466754012756,8070168867490624
356700,-25467364534,25467364534
356760,-25394117539,25394117539
357360,-2817851056738934,2817851056738934
357420,-8588852953,8588852953
357780,10305462502255827,10305462502255827
357900,-10305462502255827,10305462502255827
359100,-217106316,217106316
360420,-48162248473352,48162248473352
361500,-123130265461154,123130265461154
362880,-4036284063306,4036284063306
367260,-5032173446544,5032173446544
368460,-1008861887587,1008861887587
391440,-19847387059850,19847387059850
398400,-476728711924,476728711924
414420,-430006981383,430006981383
414480,-4543150297329128,4543150297329128
414540,-271469,271469
470340,645716147019,645716147019
470460,-645716147019,645716147019
483540,-439049627017196,439049627017196
488580,-4878149159,4878149159
598680,-9808405604303,9808405604303
887220,-1952313357562739,1952313357562739
