base_train_count,branch,calibration_count,calibration_start,evaluation_scheme,fold,group_support,heldout_pool,intercept,kind,method,purge_seconds,slope,support,test_count,test_start
63494,widens_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.709297352277034,log_odds_offset,sign_offset,3600,1.0,1608,3169,1769904011
63494,zero_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.668931032256178,log_odds_offset,sign_offset,3600,1.0,1844,3169,1769904011
63494,closes_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.2420837013463495,platt,global_platt,3600,0.75930594076919,1844,3169,1769904011
63494,widens_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.2420837013463495,platt,global_platt,3600,0.75930594076919,1844,3169,1769904011
63494,zero_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.2420837013463495,platt,global_platt,3600,0.75930594076919,1844,3169,1769904011
63494,closes_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.2420837013463495,platt,sign_platt,3600,0.75930594076919,1844,3169,1769904011
63494,widens_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-0.17534194991376914,platt,sign_platt,3600,1.0000010982541905e-06,1608,3169,1769904011
63494,zero_gap,8843,1767225695,rolling_pool_held_out,2026-01_to_2026-02,6,weth_usdc_3000,-2.2420837013463495,platt,sign_platt,3600,0.75930594076919,1844,3169,1769904011
100725,closes_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,0.0,identity,identity,3600,1.0,1976,8977,1772323283
100725,widens_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,0.0,identity,identity,3600,1.0,1976,8977,1772323283
100725,zero_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,0.0,identity,identity,3600,1.0,1976,8977,1772323283
100725,closes_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-1.1710469613015153,log_odds_offset,global_offset,3600,1.0,1976,8977,1772323283
100725,widens_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-1.1710469613015153,log_odds_offset,global_offset,3600,1.0,1976,8977,1772323283
100725,zero_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-1.1710469613015153,log_odds_offset,global_offset,3600,1.0,1976,8977,1772323283
100725,closes_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,6,,-1.8256224345937515,log_odds_offset,sign_offset,3600,1.0,229,8977,1772323283
100725,widens_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-1.1635191166328727,log_odds_offset,sign_offset,3600,1.0,1747,8977,1772323283
100725,zero_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-1.1710469613015153,log_odds_offset,sign_offset,3600,1.0,1976,8977,1772323283
100725,closes_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-0.8565608933735487,platt,global_platt,3600,0.6030801610222852,1976,8977,1772323283
100725,widens_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-0.8565608933735487,platt,global_platt,3600,0.6030801610222852,1976,8977,1772323283
100725,zero_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-0.8565608933735487,platt,global_platt,3600,0.6030801610222852,1976,8977,1772323283
100725,closes_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,6,,1.0412846026562064,platt,sign_platt,3600,0.45969104595909793,229,8977,1772323283
100725,widens_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-0.6823340396533244,platt,sign_platt,3600,0.3015285560040623,1747,8977,1772323283
100725,zero_gap,14026,1769904011,rolling_chronological,2026-02_to_2026-03,10,,-0.8565608933735487,platt,sign_platt,3600,0.6030801610222852,1976,8977,1772323283
99220,closes_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,0.0,identity,identity,3600,1.0,1755,1651,1772323283
99220,widens_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,0.0,identity,identity,3600,1.0,1755,1651,1772323283
99220,zero_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,0.0,identity,identity,3600,1.0,1755,1651,1772323283
99220,closes_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-1.2812927446503863,log_odds_offset,global_offset,3600,1.0,1755,1651,1772323283
99220,widens_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-1.2812927446503863,log_odds_offset,global_offset,3600,1.0,1755,1651,1772323283
99220,zero_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-1.2812927446503863,log_odds_offset,global_offset,3600,1.0,1755,1651,1772323283
99220,closes_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,5,eurc_usdc_500,-1.6380713001160567,log_odds_offset,sign_offset,3600,1.0,228,1651,1772323283
99220,widens_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-1.2766033075255054,log_odds_offset,sign_offset,3600,1.0,1527,1651,1772323283
99220,zero_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-1.2812927446503863,log_odds_offset,sign_offset,3600,1.0,1755,1651,1772323283
99220,closes_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-0.979273202843573,platt,global_platt,3600,0.5955335480924292,1755,1651,1772323283
99220,widens_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-0.979273202843573,platt,global_platt,3600,0.5955335480924292,1755,1651,1772323283
99220,zero_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-0.979273202843573,platt,global_platt,3600,0.5955335480924292,1755,1651,1772323283
99220,closes_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,5,eurc_usdc_500,0.38732117471692573,platt,sign_platt,3600,0.614416047921316,228,1651,1772323283
99220,widens_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-0.7185338114417622,platt,sign_platt,3600,0.058973641370221666,1527,1651,1772323283
99220,zero_gap,12406,1769904011,rolling_pool_held_out,2026-02_to_2026-03,8,eurc_usdc_500,-0.979273202843573,platt,sign_platt,3600,0.5955335480924292,1755,1651,1772323283
93387,closes_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,0.0,identity,identity,3600,1.0,1090,5393,1772323283
93387,widens_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,0.0,identity,identity,3600,1.0,1090,5393,1772323283
93387,zero_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,0.0,identity,identity,3600,1.0,1090,5393,1772323283
93387,closes_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-1.1601553876692983,log_odds_offset,global_offset,3600,1.0,1090,5393,1772323283
93387,widens_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-1.1601553876692983,log_odds_offset,global_offset,3600,1.0,1090,5393,1772323283
93387,zero_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-1.1601553876692983,log_odds_offset,global_offset,3600,1.0,1090,5393,1772323283
93387,closes_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-1.1601553876692983,log_odds_offset,sign_offset,3600,1.0,1090,5393,1772323283
93387,widens_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-1.1416196626583923,log_odds_offset,sign_offset,3600,1.0,1075,5393,1772323283
93387,zero_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-1.1601553876692983,log_odds_offset,sign_offset,3600,1.0,1090,5393,1772323283
93387,closes_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-0.5078536031480528,platt,global_platt,3600,0.28500548281914806,1090,5393,1772323283
93387,widens_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-0.5078536031480528,platt,global_platt,3600,0.28500548281914806,1090,5393,1772323283
93387,zero_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-0.5078536031480528,platt,global_platt,3600,0.28500548281914806,1090,5393,1772323283
93387,closes_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-0.5078536031480528,platt,sign_platt,3600,0.28500548281914806,1090,5393,1772323283
93387,widens_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-0.5965086897253451,platt,sign_platt,3600,0.38829163962459307,1075,5393,1772323283
93387,zero_gap,4770,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,paxg_usdc_500,-0.5078536031480528,platt,sign_platt,3600,0.28500548281914806,1090,5393,1772323283
72337,closes_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,0.0,identity,identity,3600,1.0,1107,1933,1772323283
72337,widens_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,0.0,identity,identity,3600,1.0,1107,1933,1772323283
72337,zero_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,0.0,identity,identity,3600,1.0,1107,1933,1772323283
72337,closes_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-1.1457009807567824,log_odds_offset,global_offset,3600,1.0,1107,1933,1772323283
72337,widens_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-1.1457009807567824,log_odds_offset,global_offset,3600,1.0,1107,1933,1772323283
72337,zero_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-1.1457009807567824,log_odds_offset,global_offset,3600,1.0,1107,1933,1772323283
72337,closes_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,4,weth_usdc_3000,-1.084703240498021,log_odds_offset,sign_offset,3600,1.0,215,1933,1772323283
72337,widens_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-1.146345600601006,log_odds_offset,sign_offset,3600,1.0,892,1933,1772323283
72337,zero_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-1.1457009807567824,log_odds_offset,sign_offset,3600,1.0,1107,1933,1772323283
72337,closes_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-0.8293892522488201,platt,global_platt,3600,0.6392604170905477,1107,1933,1772323283
72337,widens_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-0.8293892522488201,platt,global_platt,3600,0.6392604170905477,1107,1933,1772323283
72337,zero_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-0.8293892522488201,platt,global_platt,3600,0.6392604170905477,1107,1933,1772323283
72337,closes_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,4,weth_usdc_3000,3.0985895797648517,platt,sign_platt,3600,0.2569655302665917,215,1933,1772323283
72337,widens_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-0.7174004200449304,platt,sign_platt,3600,0.41706119983259676,892,1933,1772323283
72337,zero_gap,10876,1769904011,rolling_pool_held_out,2026-02_to_2026-03,6,weth_usdc_3000,-0.8293892522488201,platt,sign_platt,3600,0.6392604170905477,1107,1933,1772323283
114917,closes_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,0.0,identity,identity,3600,1.0,2234,4285,1775001755
114917,widens_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,0.0,identity,identity,3600,1.0,2234,4285,1775001755
114917,zero_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,0.0,identity,identity,3600,1.0,2234,4285,1775001755
114917,closes_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.2886953189307024,log_odds_offset,global_offset,3600,1.0,2234,4285,1775001755
114917,widens_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.2886953189307024,log_odds_offset,global_offset,3600,1.0,2234,4285,1775001755
114917,zero_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.2886953189307024,log_odds_offset,global_offset,3600,1.0,2234,4285,1775001755
114917,closes_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,7,,-0.21966311542611336,log_odds_offset,sign_offset,3600,1.0,239,4285,1775001755
114917,widens_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.301755915237403,log_odds_offset,sign_offset,3600,1.0,1995,4285,1775001755
114917,zero_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.2886953189307024,log_odds_offset,sign_offset,3600,1.0,2234,4285,1775001755
114917,closes_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.3454649488804293,platt,global_platt,3600,1.0725209848993413,2234,4285,1775001755
114917,widens_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.3454649488804293,platt,global_platt,3600,1.0725209848993413,2234,4285,1775001755
114917,zero_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.3454649488804293,platt,global_platt,3600,1.0725209848993413,2234,4285,1775001755
114917,closes_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,7,,4.418116038363121,platt,sign_platt,3600,1.000005035414441e-06,239,4285,1775001755
114917,widens_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.294931795023824,platt,sign_platt,3600,0.9904982188150344,1995,4285,1775001755
114917,zero_gap,8904,1772323283,rolling_chronological,2026-03_to_2026-04,11,,-1.3454649488804293,platt,sign_platt,3600,1.0725209848993413,2234,4285,1775001755
111759,closes_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,0.0,identity,identity,3600,1.0,1762,781,1775001755
111759,widens_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,0.0,identity,identity,3600,1.0,1762,781,1775001755
111759,zero_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,0.0,identity,identity,3600,1.0,1762,781,1775001755
111759,closes_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.5098119635253706,log_odds_offset,global_offset,3600,1.0,1762,781,1775001755
111759,widens_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.5098119635253706,log_odds_offset,global_offset,3600,1.0,1762,781,1775001755
111759,zero_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.5098119635253706,log_odds_offset,global_offset,3600,1.0,1762,781,1775001755
111759,closes_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,6,eurc_usdc_500,0.1875961743700014,log_odds_offset,sign_offset,3600,1.0,238,781,1775001755
111759,widens_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.5386432988493541,log_odds_offset,sign_offset,3600,1.0,1524,781,1775001755
111759,zero_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.5098119635253706,log_odds_offset,sign_offset,3600,1.0,1762,781,1775001755
111759,closes_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.44090085232619,platt,global_platt,3600,0.9146257244664927,1762,781,1775001755
111759,widens_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.44090085232619,platt,global_platt,3600,0.9146257244664927,1762,781,1775001755
111759,zero_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.44090085232619,platt,global_platt,3600,0.9146257244664927,1762,781,1775001755
111759,closes_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,6,eurc_usdc_500,4.642999123356326,platt,sign_platt,3600,1.000002145881767e-06,238,781,1775001755
111759,widens_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.174486806798145,platt,sign_platt,3600,0.4337510416878056,1524,781,1775001755
111759,zero_gap,7277,1772323283,rolling_pool_held_out,2026-03_to_2026-04,8,eurc_usdc_500,-1.44090085232619,platt,sign_platt,3600,0.9146257244664927,1762,781,1775001755
98256,closes_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,0.0,identity,identity,3600,1.0,1121,1678,1775001755
98256,widens_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,0.0,identity,identity,3600,1.0,1121,1678,1775001755
98256,zero_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,0.0,identity,identity,3600,1.0,1121,1678,1775001755
98256,closes_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,-1.2453347991682377,log_odds_offset,global_offset,3600,1.0,1121,1678,1775001755
98256,widens_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,-1.2453347991682377,log_odds_offset,global_offset,3600,1.0,1121,1678,1775001755
98256,zero_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,-1.2453347991682377,log_odds_offset,global_offset,3600,1.0,1121,1678,1775001755
98256,closes_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,-1.2453347991682377,log_odds_offset,sign_offset,3600,1.0,1121,1678,1775001755
98256,widens_gap,3543,1772323283,rolling_pool_held_out,2026-03_to_2026-04,7,paxg_usdc_500,-1.2383789268279721,log_odds_offset,sign_offset,3600,1.0,1111,1678,1775001755
