brier_score,count,evaluation_scheme,expected_calibration_error,mean_toxicity_probability,method,observed_toxic_rate,pool_family,probability_branch,test_month
0.05471200290284586,2,rolling_pool_held_out,0.23390597021633686,0.7660940297836631,global_offset,1.0,eurc_usdc_500,closes_gap,2026-05
0.0008065748099477186,6,rolling_pool_held_out,0.02840026073731927,0.9715997392626807,global_offset,1.0,eurc_usdc_500,closes_gap,2026-06
0.5189833238753122,220,rolling_pool_held_out,0.5557312566284447,0.13972328882610077,global_offset,0.6954545454545454,eurc_usdc_500,widens_gap,2026-02
0.24174961217022656,471,rolling_pool_held_out,0.22657606570808514,0.40631317518749666,global_offset,0.554140127388535,eurc_usdc_500,widens_gap,2026-03
0.17495042766807173,65,rolling_pool_held_out,0.22648403818876275,0.3211623649962888,global_offset,0.2923076923076923,eurc_usdc_500,widens_gap,2026-04
0.5052492617471789,94,rolling_pool_held_out,0.5630122864018464,0.16039196891730254,global_offset,0.723404255319149,eurc_usdc_500,widens_gap,2026-05
0.5243392181641113,76,rolling_pool_held_out,0.5568369313163657,0.1749824983336201,global_offset,0.7236842105263158,eurc_usdc_500,widens_gap,2026-06
0.004570158065902007,214,rolling_pool_held_out,0.006030951731739065,0.9892961510719993,global_offset,0.9953271028037384,paxg_usdc_500,closes_gap,2026-02
0.005369155707230645,229,rolling_pool_held_out,0.023257928857203902,0.9723752589157219,global_offset,0.9956331877729258,paxg_usdc_500,closes_gap,2026-03
0.0008622493592720318,133,rolling_pool_held_out,0.024230855918697336,0.9757691440813027,global_offset,1.0,paxg_usdc_500,closes_gap,2026-04
0.0017903046885586007,89,rolling_pool_held_out,0.03674472428692366,0.9632552757130763,global_offset,1.0,paxg_usdc_500,closes_gap,2026-05
0.000573816006847761,72,rolling_pool_held_out,0.02047976179001809,0.9795202382099819,global_offset,1.0,paxg_usdc_500,closes_gap,2026-06
0.2704861957091622,672,rolling_pool_held_out,0.29142543366145734,0.5193159973093082,global_offset,0.28869047619047616,paxg_usdc_500,widens_gap,2026-02
0.27777005780470165,901,rolling_pool_held_out,0.22911653429791584,0.49841983954466845,global_offset,0.2741398446170921,paxg_usdc_500,widens_gap,2026-03
0.25649921621177496,513,rolling_pool_held_out,0.32748271307657534,0.47563086122472353,global_offset,0.14814814814814814,paxg_usdc_500,widens_gap,2026-04
0.17852896666587978,239,rolling_pool_held_out,0.19599924441535743,0.35917916073334905,global_offset,0.16317991631799164,paxg_usdc_500,widens_gap,2026-05
0.2558185636211337,345,rolling_pool_held_out,0.09085954876176115,0.4864239178254806,global_offset,0.4405797101449275,paxg_usdc_500,widens_gap,2026-06
0.25313954491191776,14,rolling_pool_held_out,0.26149845159101315,0.9394490170934445,global_offset,0.7142857142857143,weth_usdc_3000,closes_gap,2026-02
0.10781515634274676,9,rolling_pool_held_out,0.08976757023489734,0.9786564591237862,global_offset,0.8888888888888888,weth_usdc_3000,closes_gap,2026-03
0.22097054245934722,9,rolling_pool_held_out,0.2046185686020957,0.9823963463798735,global_offset,0.7777777777777778,weth_usdc_3000,closes_gap,2026-04
0.0390424250110362,27,rolling_pool_held_out,0.03164050404951684,0.9517581018591591,global_offset,0.9629629629629629,weth_usdc_3000,closes_gap,2026-05
0.0009363742243322566,12,rolling_pool_held_out,0.018766893762896975,0.981233106237103,global_offset,1.0,weth_usdc_3000,closes_gap,2026-06
0.2777667828461627,856,rolling_pool_held_out,0.21054932295021034,0.16466151701106363,global_offset,0.37149532710280375,weth_usdc_3000,widens_gap,2026-02
0.23805612034075369,643,rolling_pool_held_out,0.15706133096942818,0.42268225730208336,global_offset,0.29082426127527217,weth_usdc_3000,widens_gap,2026-03
0.23056266293961442,448,rolling_pool_held_out,0.15487460549561544,0.4071431731327763,global_offset,0.2924107142857143,weth_usdc_3000,widens_gap,2026-04
0.21252087701471356,345,rolling_pool_held_out,0.12149633626829934,0.1509674318476427,global_offset,0.27246376811594203,weth_usdc_3000,widens_gap,2026-05
0.24998721506865823,1206,rolling_pool_held_out,0.09046439375614118,0.3116914934743729,global_offset,0.4021558872305141,weth_usdc_3000,widens_gap,2026-06
0.9566517228524415,1,rolling_pool_held_out,0.9780857441208524,0.9780857441208524,global_platt,0.0,eurc_usdc_500,closes_gap,2026-02
0.8628081866949051,1,rolling_pool_held_out,0.9288746883702371,0.9288746883702371,global_platt,0.0,eurc_usdc_500,closes_gap,2026-03
0.9498188965939136,1,rolling_pool_held_out,0.974586525965711,0.974586525965711,global_platt,0.0,eurc_usdc_500,closes_gap,2026-04
0.1358989741234499,2,rolling_pool_held_out,0.3686447804098817,0.6313552195901183,global_platt,1.0,eurc_usdc_500,closes_gap,2026-05
0.0012147524264758418,6,rolling_pool_held_out,0.0348532986455492,0.9651467013544508,global_platt,1.0,eurc_usdc_500,closes_gap,2026-06
0.4928795955028162,220,rolling_pool_held_out,0.5393037474044587,0.16382843556901944,global_platt,0.6954545454545454,eurc_usdc_500,widens_gap,2026-02
0.25684246657811455,471,rolling_pool_held_out,0.1787810265582495,0.390990246275185,global_platt,0.554140127388535,eurc_usdc_500,widens_gap,2026-03
0.17759547206917103,65,rolling_pool_held_out,0.2297032206988614,0.3218341563584986,global_platt,0.2923076923076923,eurc_usdc_500,widens_gap,2026-04
0.4815342320451908,94,rolling_pool_held_out,0.5394501754961397,0.18395407982300915,global_platt,0.723404255319149,eurc_usdc_500,widens_gap,2026-05
0.519958574999496,76,rolling_pool_held_out,0.55343668792963,0.17834245809549984,global_platt,0.7236842105263158,eurc_usdc_500,widens_gap,2026-06
0.016754793184005388,214,rolling_pool_held_out,0.1059372622536526,0.8893898405500856,global_platt,0.9953271028037384,paxg_usdc_500,closes_gap,2026-02
